Entry number,Entry ID,Source,Street field,Authoritative locality field(s),Lookup street,Lookup locality,Lookup key,Duplicate lookup reused,Review category,Status,Hydrants pill,Query attempted,Matched official address,Method used,Score,Latitude,Longitude,Manual override,Notes / unresolved reason,Fallback address when grey
94,BLACKWOOD MAIN-66,BLACKWOOD MAIN,BROLGA AVENUE,GLENALTA,BROLGA AVENUE,GLENALTA,BROLGA AVENUE|GLENALTA,No,Accepted,Accepted,Active,"2 BROLGA AVENUE, GLENALTA SA","2 BROLGA AVENUE, GLENALTA, SOUTH AUSTRALIA, 5052",No. 2,100,-35.011024219656825,138.63272814181332,No,,
95,BLACKWOOD PARK-9,BLACKWOOD PARK,BROOKMAN CRESCENT,CRAIGBURN FARM,BROOKMAN CRESCENT,CRAIGBURN FARM,BROOKMAN CRESCENT|CRAIGBURN FARM,No,Accepted,Accepted,Active,"2 BROOKMAN CRESCENT, CRAIGBURN FARM SA","2 BROOKMAN CRESCENT, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 2,100,-35.03496600162911,138.60935968893872,No,,
98,CORO STREETS-16,CORO STREETS,BUCKLEY CRESCENT,COROMANDEL VALLEY,BUCKLEY CRESCENT,COROMANDEL VALLEY,BUCKLEY CRESCENT|COROMANDEL VALLEY,No,Accepted,Accepted,Active,"1 BUCKLEY CRESCENT, COROMANDEL VALLEY SA","1 BUCKLEY CRESCENT, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.04731223372499,138.62643166128206,No,,
99,BLACKWOOD MAIN-68,BLACKWOOD MAIN,BURFIELD STREET,BLACKWOOD,BURFIELD STREET,BLACKWOOD,BURFIELD STREET|BLACKWOOD,No,Accepted,Accepted,Active,"1 BURFIELD STREET, BLACKWOOD SA","1 BURFIELD STREET, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 1,100,-35.01384354726274,138.6217518158245,No,,
100,BLACKWOOD MAIN-69,BLACKWOOD MAIN,BURNELL DRIVE,BELAIR,BURNELL DRIVE,BELAIR,BURNELL DRIVE|BELAIR,No,Accepted,Accepted,Active,"2 BURNELL DRIVE, BELAIR SA","2 BURNELL DRIVE, BELAIR, SOUTH AUSTRALIA, 5052",No. 2,100,-34.9972749945123,138.6229891962792,No,,
101,BLACKWOOD MAIN-70,BLACKWOOD MAIN,BUSHLAND DRIVE,BELLEVUE HEIGHTS,BUSHLAND DRIVE,BELLEVUE HEIGHTS,BUSHLAND DRIVE|BELLEVUE HEIGHTS,No,Accepted,Accepted,Active,"1 BUSHLAND DRIVE, BELLEVUE HEIGHTS SA","1 BUSHLAND DRIVE, BELLEVUE HEIGHTS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.032388066386204,138.59094591659974,No,,
102,BLACKWOOD MAIN-71,BLACKWOOD MAIN,BYRNE STREET,GLENALTA,BYRNE STREET,GLENALTA,BYRNE STREET|GLENALTA,No,Accepted,Accepted,Active,"1 BYRNE STREET, GLENALTA SA","1 BYRNE STREET, GLENALTA, SOUTH AUSTRALIA, 5052",No. 1,100,-35.00753550409073,138.62563348329178,No,,
103,BLACKWOOD MAIN-72,BLACKWOOD MAIN,CALIFORNIAN CRESCENT,GLENALTA,CALIFORNIAN CRESCENT,GLENALTA,CALIFORNIAN CRESCENT|GLENALTA,No,Accepted,Accepted,Active,"1 CALIFORNIAN CRESCENT, GLENALTA SA","1 CALIFORNIAN CRESCENT, GLENALTA, SOUTH AUSTRALIA, 5052",No. 1,100,-35.01068072028103,138.63270021358855,No,,
104,CORO STREETS-17,CORO STREETS,CARNATION CLOSE,COROMANDEL VALLEY,CARNATION CLOSE,COROMANDEL VALLEY,CARNATION CLOSE|COROMANDEL VALLEY,No,Accepted,Accepted,Active,"2 CARNATION CLOSE, COROMANDEL VALLEY SA","2 CARNATION CLOSE, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 2,100,-35.03966612617975,138.62745077465541,No,,
105,BLACKWOOD MAIN-73,BLACKWOOD MAIN,CAROLINE AVENUE,BELAIR,CAROLINE AVENUE,BELAIR,CAROLINE AVENUE|BELAIR,No,Accepted,Accepted,Active,"1 CAROLINE AVENUE, BELAIR SA","1 CAROLINE AVENUE, BELAIR, SOUTH AUSTRALIA, 5052",No. 1,100,-35.00477736953779,138.6128982128038,No,,
106,BLACKWOOD MAIN-74,BLACKWOOD MAIN,CARR STREET,BLACKWOOD,CARR STREET,BLACKWOOD,CARR STREET|BLACKWOOD,No,Accepted,Accepted,Active,"2 CARR STREET, BLACKWOOD SA","2 CARR STREET, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 2,100,-35.01852908509726,138.6169700412409,No,,
107,BLACKWOOD PARK-11,BLACKWOOD PARK,CARRAWAY COURT,CRAIGBURN FARM,CARRAWAY COURT,CRAIGBURN FARM,CARRAWAY COURT|CRAIGBURN FARM,No,Accepted,Accepted,Active,"1 CARRAWAY COURT, CRAIGBURN FARM SA","1 CARRAWAY COURT, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 1,100,-35.040304028179555,138.61606940046428,No,,
108,BLACKWOOD MAIN-75,BLACKWOOD MAIN,CARRICK HILL DRIVE,MITCHAM,CARRICK HILL DRIVE,MITCHAM,CARRICK HILL DRIVE|MITCHAM,No,Accepted,Accepted,Active,"1 CARRICK HILL DRIVE, MITCHAM SA","1 CARRICK HILL DRIVE, MITCHAM, SOUTH AUSTRALIA, 5062",No. 1,100,-34.97757563440089,138.62716099708774,No,,
109,BLACKWOOD MAIN-76,BLACKWOOD MAIN,CASSIA STREET,BLACKWOOD,CASSIA STREET,BLACKWOOD,CASSIA STREET|BLACKWOOD,No,Accepted,Accepted,Active,"1 CASSIA STREET, BLACKWOOD SA","1 CASSIA STREET, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 1,100,-35.02865244396686,138.60976580446174,No,,
110,BLACKWOOD MAIN-77,BLACKWOOD MAIN,CEDAR AVENUE,BLACKWOOD,CEDAR AVENUE,BLACKWOOD,CEDAR AVENUE|BLACKWOOD,No,Accepted,Accepted,Active,"1 CEDAR AVENUE, BLACKWOOD SA","1 CEDAR AVENUE, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 1,100,-35.01012286733308,138.6190940094165,No,,
111,BLACKWOOD MAIN-78,BLACKWOOD MAIN,CENTRE WAY,BELAIR,CENTRE WAY,BELAIR,CENTRE WAY|BELAIR,No,Accepted,Accepted,Active,"1 CENTRE WAY, BELAIR SA","1 CENTRE WAY, BELAIR, SOUTH AUSTRALIA, 5052",No. 1,100,-34.99610094175192,138.61983864348542,No,,
113,BLACKWOOD PARK-10,BLACKWOOD PARK,CHAMPION WAY,CRAIGBURN FARM,CHAMPION WAY,CRAIGBURN FARM,CHAMPION WAY|CRAIGBURN FARM,No,Accepted,Accepted,Active,"1 CHAMPION WAY, CRAIGBURN FARM SA","1 CHAMPION WAY, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 1,100,-35.046556748562395,138.60886872142075,No,,
114,BLACKWOOD MAIN-80,BLACKWOOD MAIN,CHANCERY LANE,HAWTHORNDENE,CHANCERY LANE,HAWTHORNDENE,CHANCERY LANE|HAWTHORNDENE,No,Accepted,Accepted,Active,"1 CHANCERY LANE, HAWTHORNDENE SA","1 CHANCERY LANE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.022540076254934,138.63068653521773,No,,
116,BLACKWOOD MAIN-82,BLACKWOOD MAIN,CHARLICK ROAD,CRAFERS WEST,CHARLICK ROAD,CRAFERS WEST,CHARLICK ROAD|CRAFERS WEST,No,Accepted,Accepted,Active,"1 CHARLICK ROAD, CRAFERS WEST SA","1 CHARLICK ROAD, CRAFERS WEST, SOUTH AUSTRALIA, 5152",No. 1,100,-34.99385120762158,138.69405158578942,No,,
117,CORO STREETS-18,CORO STREETS,CHATSWOOD WAY,COROMANDEL VALLEY,CHATSWOOD WAY,COROMANDEL VALLEY,CHATSWOOD WAY|COROMANDEL VALLEY,No,Accepted,Accepted,Active,"1 CHATSWOOD WAY, COROMANDEL VALLEY SA","1 CHATSWOOD WAY, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.04825770197067,138.6188723624863,No,,
118,BLACKWOOD MAIN-83,BLACKWOOD MAIN,CHELMSFORD AVENUE,MITCHAM,CHELMSFORD AVENUE,MITCHAM,CHELMSFORD AVENUE|MITCHAM,No,Accepted,Accepted,Active,"1 CHELMSFORD AVENUE, MITCHAM SA","1 CHELMSFORD AVENUE, MITCHAM, SOUTH AUSTRALIA, 5062",No. 1,100,-34.983959279455185,138.62277039553751,No,,
121,BLACKWOOD MAIN-85,BLACKWOOD MAIN,CHITUNGA ROAD,EDEN HILLS,CHITUNGA ROAD,EDEN HILLS,CHITUNGA ROAD|EDEN HILLS,No,Accepted,Accepted,Active,"1 CHITUNGA ROAD, EDEN HILLS SA","1 CHITUNGA ROAD, EDEN HILLS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.0229485043061,138.58588059048583,No,,
124,BLACKWOOD MAIN-88,BLACKWOOD MAIN,CLARENCE STREET,BLACKWOOD,CLARENCE STREET,BLACKWOOD,CLARENCE STREET|BLACKWOOD,No,Accepted,Accepted,Active,"1 CLARENCE STREET, BLACKWOOD SA","1 CLARENCE STREET, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 1,100,-35.031124180800994,138.61485461163085,No,,
125,BLACKWOOD MAIN-89,BLACKWOOD MAIN,CLEARVIEW AVENUE,BELAIR,CLEARVIEW AVENUE,BELAIR,CLEARVIEW AVENUE|BELAIR,No,Accepted,Accepted,Active,"1 CLEARVIEW AVENUE, BELAIR SA","1 CLEARVIEW AVENUE, BELAIR, SOUTH AUSTRALIA, 5052",No. 1,100,-35.00738038681694,138.6088270959138,No,,
127,BLACKWOOD MAIN-91,BLACKWOOD MAIN,CLYDE ROAD,HAWTHORNDENE,CLYDE ROAD,HAWTHORNDENE,CLYDE ROAD|HAWTHORNDENE,No,Accepted,Accepted,Active,"1 CLYDE ROAD, HAWTHORNDENE SA","1 CLYDE ROAD, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.02316943968919,138.63484285987624,No,,
128,BLACKWOOD PARK-12,BLACKWOOD PARK,COCHRANE STREET,CRAIGBURN FARM,COCHRANE STREET,CRAIGBURN FARM,COCHRANE STREET|CRAIGBURN FARM,No,Accepted,Accepted,Active,"1 COCHRANE STREET, CRAIGBURN FARM SA","1 COCHRANE STREET, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 1,100,-35.033059055327435,138.61885884309086,No,,
130,BLACKWOOD MAIN-93,BLACKWOOD MAIN,COLLEGE AVENUE,BELLEVUE HEIGHTS,COLLEGE AVENUE,BELLEVUE HEIGHTS,COLLEGE AVENUE|BELLEVUE HEIGHTS,No,Accepted,Accepted,Active,"1 COLLEGE AVENUE, BELLEVUE HEIGHTS SA","1 COLLEGE AVENUE, BELLEVUE HEIGHTS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.03385118516713,138.57726446631892,No,,
131,BLACKWOOD MAIN-94,BLACKWOOD MAIN,COLORADO DRIVE,GLENALTA,COLORADO DRIVE,GLENALTA,COLORADO DRIVE|GLENALTA,No,Accepted,Accepted,Active,"2 COLORADO DRIVE, GLENALTA SA","2 COLORADO DRIVE, GLENALTA, SOUTH AUSTRALIA, 5052",No. 2,100,-35.00655712679042,138.63115526688796,No,,
134,BLACKWOOD MAIN-97,BLACKWOOD MAIN,CORELLA AVENUE,GLENALTA,CORELLA AVENUE,GLENALTA,CORELLA AVENUE|GLENALTA,No,Accepted,Accepted,Active,"1 CORELLA AVENUE, GLENALTA SA","1 CORELLA AVENUE, GLENALTA, SOUTH AUSTRALIA, 5052",No. 1,100,-35.012849160152065,138.6301546537399,No,,
135,BLACKWOOD MAIN-98,BLACKWOOD MAIN,CORNISH COURT,LYNTON,CORNISH COURT,LYNTON,CORNISH COURT|LYNTON,No,Accepted,Accepted,Active,"1 CORNISH COURT, LYNTON SA","1 CORNISH COURT, LYNTON, SOUTH AUSTRALIA, 5062",No. 1,100,-34.99559200766899,138.6097524629531,No,,
136,CORO STREETS-19,CORO STREETS,CORO CRESCENT,COROMANDEL VALLEY,CORO CRESCENT,COROMANDEL VALLEY,CORO CRESCENT|COROMANDEL VALLEY,No,Accepted,Accepted,Active,"1 CORO CRESCENT, COROMANDEL VALLEY SA","1 CORO CRESCENT, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.0429374640984,138.6257549799638,No,,
140,BLACKWOOD MAIN-100,BLACKWOOD MAIN,CORREA STREET,BLACKWOOD,CORREA STREET,BLACKWOOD,CORREA STREET|BLACKWOOD,No,Accepted,Accepted,Active,"1 CORREA STREET, BLACKWOOD SA","1 CORREA STREET, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 1,100,-35.030969241413985,138.60945112274462,No,,
141,CORO STREETS-21,CORO STREETS,CRAIGBURN DRIVE,FLAGSTAFF HILL,CRAIGBURN DRIVE,FLAGSTAFF HILL,CRAIGBURN DRIVE|FLAGSTAFF HILL,No,Accepted,Accepted,Active,"1 CRAIGBURN DRIVE, FLAGSTAFF HILL SA","1 CRAIGBURN DRIVE, FLAGSTAFF HILL, SOUTH AUSTRALIA, 5159",No. 1,100,-35.05738400542787,138.61369621290729,No,,
142,BLACKWOOD PARK-14,BLACKWOOD PARK,CRAIGBURN FARM CIRCUIT,CRAIGBURN FARM,CRAIGBURN FARM CIRCUIT,CRAIGBURN FARM,CRAIGBURN FARM CIRCUIT|CRAIGBURN FARM,No,Accepted,Accepted,Active,"2 CRAIGBURN FARM CIRCUIT, CRAIGBURN FARM SA","2 CRAIGBURN FARM CIRCUIT, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 2,100,-35.042226450631254,138.6156501213194,No,,
143,BLACKWOOD MAIN-101,BLACKWOOD MAIN,CRAIGBURN ROAD,BLACKWOOD,CRAIGBURN ROAD,BLACKWOOD,CRAIGBURN ROAD|BLACKWOOD,No,Accepted,Accepted,Active,"CRAIGBURN ROAD, BLACKWOOD SA","LOT 8 CRAIGBURN ROAD, BLACKWOOD, SOUTH AUSTRALIA, 5051",street-only,100,-35.03382432426304,138.6017607213906,No,,
145,BLACKWOOD MAIN-102,BLACKWOOD MAIN,CRAIGLEE CLOSE,COROMANDEL VALLEY,CRAIGLEE CLOSE,COROMANDEL VALLEY,CRAIGLEE CLOSE|COROMANDEL VALLEY,Yes,Accepted,Accepted,Active,"1 CRAIGLEE CLOSE, COROMANDEL VALLEY SA","1 CRAIGLEE CLOSE, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.042265763610054,138.62084850674614,No,,
146,CORO STREETS-23,CORO STREETS,CRAIGLEE CLOSE,COROMANDEL VALLEY,CRAIGLEE CLOSE,COROMANDEL VALLEY,CRAIGLEE CLOSE|COROMANDEL VALLEY,Yes,Accepted,Accepted,Active,"1 CRAIGLEE CLOSE, COROMANDEL VALLEY SA","1 CRAIGLEE CLOSE, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.042265763610054,138.62084850674614,No,,
147,BLACKWOOD MAIN-103,BLACKWOOD MAIN,CRAIGLEE DRIVE,COROMANDEL VALLEY,CRAIGLEE DRIVE,COROMANDEL VALLEY,CRAIGLEE DRIVE|COROMANDEL VALLEY,Yes,Accepted,Accepted,Active,"1 CRAIGLEE DRIVE, COROMANDEL VALLEY SA","1 CRAIGLEE DRIVE, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.044693740295834,138.61748128785203,No,,
148,CORO STREETS-22,CORO STREETS,CRAIGLEE DRIVE,COROMANDEL VALLEY,CRAIGLEE DRIVE,COROMANDEL VALLEY,CRAIGLEE DRIVE|COROMANDEL VALLEY,Yes,Accepted,Accepted,Active,"1 CRAIGLEE DRIVE, COROMANDEL VALLEY SA","1 CRAIGLEE DRIVE, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.044693740295834,138.61748128785203,No,,
149,BLACKWOOD MAIN-104,BLACKWOOD MAIN,CRAIGWOOD DRIVE,BELAIR,CRAIGWOOD DRIVE,BELAIR,CRAIGWOOD DRIVE|BELAIR,No,Accepted,Accepted,Active,"1 CRAIGWOOD DRIVE, BELAIR SA","1 CRAIGWOOD DRIVE, BELAIR, SOUTH AUSTRALIA, 5052",No. 1,100,-34.99502116898596,138.62849603738573,No,,
152,BLACKWOOD PARK-16,BLACKWOOD PARK,CRESWELL AVENUE,CRAIGBURN FARM,CRESWELL AVENUE,CRAIGBURN FARM,CRESWELL AVENUE|CRAIGBURN FARM,No,Accepted,Accepted,Active,"2 CRESWELL AVENUE, CRAIGBURN FARM SA","2 CRESWELL AVENUE, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 2,100,-35.038154266420605,138.61815814705704,No,,
157,BLACKWOOD PARK-17,BLACKWOOD PARK,CUMMING STREET,CRAIGBURN FARM,CUMMING STREET,CRAIGBURN FARM,CUMMING STREET|CRAIGBURN FARM,No,Accepted,Accepted,Active,"1 CUMMING STREET, CRAIGBURN FARM SA","1 CUMMING STREET, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 1,100,-35.032600463203764,138.6196280255357,No,,
161,BLACKWOOD MAIN-110,BLACKWOOD MAIN,CYPRESS AVENUE,HAWTHORNDENE,CYPRESS AVENUE,HAWTHORNDENE,CYPRESS AVENUE|HAWTHORNDENE,No,Accepted,Accepted,Active,"2 CYPRESS AVENUE, HAWTHORNDENE SA","2 CYPRESS AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 2,100,-35.01661093192833,138.62013962792037,No,,
164,BLACKWOOD MAIN-111,BLACKWOOD MAIN,DALE ROAD,EDEN HILLS,DALE ROAD,EDEN HILLS,DALE ROAD|EDEN HILLS,No,Accepted,Accepted,Active,"1 DALE ROAD, EDEN HILLS SA","1 DALE ROAD, EDEN HILLS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.01816388353408,138.60194732462477,No,,
165,BLACKWOOD MAIN-112,BLACKWOOD MAIN,DARWIN AVENUE,HAWTHORNDENE,DARWIN AVENUE,HAWTHORNDENE,DARWIN AVENUE|HAWTHORNDENE,No,Accepted,Accepted,Active,"1 DARWIN AVENUE, HAWTHORNDENE SA","1 DARWIN AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.02087256556166,138.63203313815652,No,,
168,BLACKWOOD MAIN-113,BLACKWOOD MAIN,DEANE AVENUE,BELAIR,DEANE AVENUE,BELAIR,DEANE AVENUE|BELAIR,No,Accepted,Accepted,Active,"1 DEANE AVENUE, BELAIR SA","1 DEANE AVENUE, BELAIR, SOUTH AUSTRALIA, 5052",No. 1,100,-35.004362181788906,138.62034668813448,No,,
169,BLACKWOOD MAIN-114,BLACKWOOD MAIN,DEEPDENE AVENUE,BELLEVUE HEIGHTS,DEEPDENE AVENUE,BELLEVUE HEIGHTS,DEEPDENE AVENUE|BELLEVUE HEIGHTS,No,Accepted,Accepted,Active,"1 DEEPDENE AVENUE, BELLEVUE HEIGHTS SA","1 DEEPDENE AVENUE, BELLEVUE HEIGHTS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.019637141861544,138.57950317146884,No,,
170,BLACKWOOD MAIN-115,BLACKWOOD MAIN,DENELAND DRIVE,HAWTHORNDENE,DENELAND DRIVE,HAWTHORNDENE,DENELAND DRIVE|HAWTHORNDENE,No,Accepted,Accepted,Active,"1 DENELAND DRIVE, HAWTHORNDENE SA","1 DENELAND DRIVE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.019262334412126,138.63146959283154,No,,
173,BLACKWOOD MAIN-117,BLACKWOOD MAIN,DEVON DRIVE,COROMANDEL VALLEY,DEVON DRIVE,COROMANDEL VALLEY,DEVON DRIVE|COROMANDEL VALLEY,No,Accepted,Accepted,Active,"1 DEVON DRIVE, COROMANDEL VALLEY SA","1 DEVON DRIVE, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.03101300156232,138.6237222677073,No,,
174,BLACKWOOD MAIN-118,BLACKWOOD MAIN,DEVONSHIRE ROAD,HAWTHORNDENE,DEVONSHIRE ROAD,HAWTHORNDENE,DEVONSHIRE ROAD|HAWTHORNDENE,No,Accepted,Accepted,Active,"1 DEVONSHIRE ROAD, HAWTHORNDENE SA","1 DEVONSHIRE ROAD, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.02496538463898,138.62811909529492,No,,
177,BLACKWOOD MAIN-120,BLACKWOOD MAIN,DIOSMA DRIVE,COROMANDEL VALLEY,DIOSMA DRIVE,COROMANDEL VALLEY,DIOSMA DRIVE|COROMANDEL VALLEY,No,Accepted,Accepted,Active,"1 DIOSMA DRIVE, COROMANDEL VALLEY SA","1 DIOSMA DRIVE, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.039474008455336,138.61961201572532,No,,
178,BLACKWOOD MAIN-121,BLACKWOOD MAIN,DONNYBROOK ROAD,BELLEVUE HEIGHTS,DONNYBROOK ROAD,BELLEVUE HEIGHTS,DONNYBROOK ROAD|BELLEVUE HEIGHTS,No,Accepted,Accepted,Active,"1 DONNYBROOK ROAD, BELLEVUE HEIGHTS SA","1 DONNYBROOK ROAD, BELLEVUE HEIGHTS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.02007367602425,138.57921961993853,No,,
182,BLACKWOOD MAIN-123,BLACKWOOD MAIN,DOUGLAS STREET,EDEN HILLS,DOUGLAS STREET,EDEN HILLS,DOUGLAS STREET|EDEN HILLS,No,Accepted,Accepted,Active,"1 DOUGLAS STREET, EDEN HILLS SA","1 DOUGLAS STREET, EDEN HILLS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.024548062248705,138.60336045722,No,,
183,BLACKWOOD MAIN-124,BLACKWOOD MAIN,DOWNER AVENUE,BELAIR,DOWNER AVENUE,BELAIR,DOWNER AVENUE|BELAIR,No,Accepted,Accepted,Active,"1 DOWNER AVENUE, BELAIR SA","1 DOWNER AVENUE, BELAIR, SOUTH AUSTRALIA, 5052",No. 1,100,-35.00163499953601,138.6229705181671,No,,
186,CORO STREETS-33,CORO STREETS,DUNALBYN DRIVE,ABERFOYLE PARK,DUNALBYN DRIVE,ABERFOYLE PARK,DUNALBYN DRIVE|ABERFOYLE PARK,No,Accepted,Accepted,Active,"1 DUNALBYN DRIVE, ABERFOYLE PARK SA","1 DUNALBYN DRIVE, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",No. 1,100,-35.060060845721495,138.61400057719106,No,,
188,BLACKWOOD PARK-21,BLACKWOOD PARK,DUNSFORD STREET,CRAIGBURN FARM,DUNSFORD STREET,CRAIGBURN FARM,DUNSFORD STREET|CRAIGBURN FARM,No,Accepted,Accepted,Active,"1 DUNSFORD STREET, CRAIGBURN FARM SA","1 DUNSFORD STREET, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 1,100,-35.03460809342398,138.61103484876364,No,,
190,BLACKWOOD PARK-22,BLACKWOOD PARK,EARLS COURT,CRAIGBURN FARM,EARLS COURT,CRAIGBURN FARM,EARLS COURT|CRAIGBURN FARM,No,Accepted,Accepted,Active,"1 EARLS COURT, CRAIGBURN FARM SA","1 EARLS COURT, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 1,100,-35.0366735368483,138.61411620359928,No,,
191,BLACKWOOD MAIN-128,BLACKWOOD MAIN,EAST TERRACE,HAWTHORNDENE,EAST TERRACE,HAWTHORNDENE,EAST TERRACE|HAWTHORNDENE,No,Accepted,Accepted,Active,"1 EAST TERRACE, HAWTHORNDENE SA","1 EAST TERRACE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.02312461222017,138.6205388058589,No,,
192,BLACKWOOD MAIN-129,BLACKWOOD MAIN,EDEN AVENUE,BELLEVUE HEIGHTS,EDEN AVENUE,BELLEVUE HEIGHTS,EDEN AVENUE|BELLEVUE HEIGHTS,No,Accepted,Accepted,Active,"1 EDEN AVENUE, BELLEVUE HEIGHTS SA","1 EDEN AVENUE, BELLEVUE HEIGHTS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.02858039982021,138.5903475054655,No,,
194,BLACKWOOD MAIN-131,BLACKWOOD MAIN,EDGAR STREET,BEDFORD PARK,EDGAR STREET,BEDFORD PARK,EDGAR STREET|BEDFORD PARK,No,Accepted,Accepted,Active,"1 EDGAR STREET, BEDFORD PARK SA","1 EDGAR STREET, BEDFORD PARK, SOUTH AUSTRALIA, 5042",No. 1,100,-35.02741239521044,138.56728181589366,No,,
197,BLACKWOOD MAIN-133,BLACKWOOD MAIN,EDWARD STREET,BLACKWOOD,EDWARD STREET,BLACKWOOD,EDWARD STREET|BLACKWOOD,No,Accepted,Accepted,Active,"2 EDWARD STREET, BLACKWOOD SA","2 EDWARD STREET, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 2,100,-35.018078675765544,138.61575774282244,No,,
198,BLACKWOOD MAIN-134,BLACKWOOD MAIN,ELIZABETH AVENUE,GLENALTA,ELIZABETH AVENUE,GLENALTA,ELIZABETH AVENUE|GLENALTA,No,Accepted,Accepted,Active,"2 ELIZABETH AVENUE, GLENALTA SA","2 ELIZABETH AVENUE, GLENALTA, SOUTH AUSTRALIA, 5052",No. 2,100,-35.01440709258771,138.63332388464582,No,,
199,BLACKWOOD MAIN-135,BLACKWOOD MAIN,ELLIOTT AVENUE,BELAIR,ELLIOTT AVENUE,BELAIR,ELLIOTT AVENUE|BELAIR,No,Accepted,Accepted,Active,"1 ELLIOTT AVENUE, BELAIR SA","1 ELLIOTT AVENUE, BELAIR, SOUTH AUSTRALIA, 5052",No. 1,100,-34.99970528372624,138.62278853998927,No,,
200,BLACKWOOD MAIN-136,BLACKWOOD MAIN,ELLIS AVENUE,EDEN HILLS,ELLIS AVENUE,EDEN HILLS,ELLIS AVENUE|EDEN HILLS,No,Accepted,Accepted,Active,"1 ELLIS AVENUE, EDEN HILLS SA","1 ELLIS AVENUE, EDEN HILLS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.01996480931377,138.59360905961117,No,,
201,BLACKWOOD MAIN-137,BLACKWOOD MAIN,ELLISON AVENUE,EDEN HILLS,ELLISON AVENUE,EDEN HILLS,ELLISON AVENUE|EDEN HILLS,No,Accepted,Accepted,Active,"1 ELLISON AVENUE, EDEN HILLS SA","1 ELLISON AVENUE, EDEN HILLS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.020808348433405,138.5830377818247,No,,
202,BLACKWOOD MAIN-138,BLACKWOOD MAIN,ELM STREET,HAWTHORNDENE,ELM STREET,HAWTHORNDENE,ELM STREET|HAWTHORNDENE,No,Accepted,Accepted,Active,"1 ELM STREET, HAWTHORNDENE SA","1 ELM STREET, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.01998615572759,138.62026414866767,No,,
204,BLACKWOOD MAIN-140,BLACKWOOD MAIN,EMU AVENUE,GLENALTA,EMU AVENUE,GLENALTA,EMU AVENUE|GLENALTA,No,Accepted,Accepted,Active,"1 EMU AVENUE, GLENALTA SA","1 EMU AVENUE, GLENALTA, SOUTH AUSTRALIA, 5052",No. 1,100,-35.014793818451494,138.6271987090855,No,,
